URL,FileSize,NoOfOutLinks,ContentType
https://www.nytimes.com/2016/11/20/realestate/will-removing-a-bathtub-affect-the-value-of-my-apartment.html,86851,103,text/html
http://www.nytimes.com/roomfordebate/2012/08/06/how-to-regulate-high-frequency-trading,26344,51,text/html
https://www.nytimes.com/2015/11/25/insider/events/panel-cooking-with-the-times.html,70886,94,text/html
https://www.nytimes.com/2017/02/14/nyregion/bill-de-blasio-underscores-focus-on-good-paying-jobs-after-speech.html,82934,105,text/html
http://www.nytimes.com/roomfordebate/2012/04/24/are-family-values-outdated,27902,62,text/html
https://www.nytimes.com/store/nancy-and-ronald-reagan-1976.html,151986,174,text/html
http://www.nytimes.com/roomfordebate/2016/12/13/the-most-talked-about-room-for-debates-of-2016/has-bernie-sanders-been-underestimated,33667,82,text/html
http://www.nytimes.com/books/98/07/05/home/contents.html,17553,102,text/html
https://www.nytimes.com/es/tag/disney/,47866,30,text/html
https://www.nytimes.com/watching,823308,203,text/html
http://www.nytimes.com/real-estate/usa/nj/hoboken/homes-for-sale/621-monroe-st-3a/1999-4497767,56003,82,text/html
https://www.nytimes.com/store/when-the-dot-com-boom-went-bust-tb117.html,18236,29,text/html
https://www.nytimes.com/store/poppies-heart-plate-by-annieglass.html,145615,167,text/html
https://www.nytimes.com/2017/02/10/opinion/get-my-racist-ancestors-name-off-of-yales-campus.html,84619,106,text/html
https://www.nytimes.com/books/best-sellers/relationships/,89627,133,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/boerum-hill/homes-for-sale/467-pacific-street/2942-bl21209,73619,117,text/html
https://www.nytimes.com/2014/03/30/automobiles/autoreviews/the-spirit-lives-on-in-a-reborn-body.html,74670,95,text/html
https://www.nytimes.com/2017/02/12/world/asia/japan-yokohama-aging-population-food.html,87586,107,text/html
http://www.nytimes.com/roomfordebate/2016/12/08/is-it-fair-to-ban-public-housing-tenants-from-smoking,32053,48,text/html
https://www.nytimes.com/store/theophile-alexandre-steinlen-le-chat-noir-vase.html,145817,167,text/html
https://www.nytimes.com/store/3d-football-cufflinks.html,146846,171,text/html
https://www.nytimes.com/2017/02/01/theater/life-according-to-saki-in-the-trenches-of-world-war-i.html,63379,96,text/html
http://www.nytimes.com/elections/results/massachusetts-state-house-14th-middlesex,471504,74,text/html
https://www.nytimes.com/column/making-it,109681,123,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/lower-east-side/homes-for-sale/204-forsyth-street/10826-1551730012617,74269,117,text/html
http://www.nytimes.com/real-estate/usa/nj/west-new-york/homes-for-sale,428474,162,text/html
https://www.nytimes.com/es/2016/08/15/los-refugiados-de-calais-buscan-alivio-en-la-musica/,48841,41,text/html
https://www.nytimes.com/store/womens-cashmere-gloves.html,145258,165,text/html
https://www.nytimes.com/news-event/britain-brexit-european-union,125201,129,text/html
https://www.nytimes.com/store/walter-johnson-1917-nsap458p.html,152680,176,text/html
https://www.nytimes.com/video,194071,79,text/html
https://www.nytimes.com/2017/02/09/fashion/weddings/gay-unions-new-york-times.html,79509,109,text/html
https://www.nytimes.com/store/brooklyn-s-arena-signed-by-damon-winter-2014.html,154444,176,text/html
https://www.nytimes.com/watching/lists/netflix-true-crime-documentaries,166649,54,text/html
http://www.nytimes.com/roomfordebate/2011/04/04/can-private-insurers-fix-medicare-and-the-budget-deficit,25815,49,text/html
https://www.nytimes.com/es/2017/02/13/el-auge-del-jazz-latino-mas-alla-de-los-grammy/,56420,51,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/brooklyn-heights/homes-for-sale/145-hicks-street/44-4173409,71739,118,text/html
http://www.nytimes.com/real-estate/usa/ny/manhasset/homes-for-sale,461213,164,text/html
https://www.nytimes.com/es/2017/02/04/en-bogota-los-sabores-y-los-ingredientes-regionales-estan-de-vuelta/,55320,48,text/html
https://www.nytimes.com/store/zenith-835-chrome-restored-antique-radio-with-auxiliary-input-1934.html,140797,169,text/html
http://www.nytimes.com/2013/10/13/automobiles/autoreviews/a-redesign-that-hits-or-misses.html,78762,98,text/html
https://www.nytimes.com/store/the-new-york-times-history-of-the-greatest.html,148358,170,text/html
http://www.nytimes.com/elections/results/senate,1052436,113,text/html
http://www.nytimes.com/slideshow/2011/07/17/automobiles/17focus-slideshow.html,14744,27,text/html
https://www.nytimes.com/2017/02/17/realestate/homes-for-sale-on-the-uper-east-side-manhattan-valley-and-park-slope-brooklyn.html,220830,97,text/html
https://www.nytimes.com/2017/02/17/world/europe/michael-rainey-dead.html,77298,101,text/html
https://www.nytimes.com/2016/02/27/science/the-newest-and-smallest-biggest-flower.html,72074,102,text/html
http://www.nytimes.com/elections/results/massachusetts-state-house-11th-plymouth,464517,74,text/html
https://www.nytimes.com/2017/02/06/us/politics/ukraine-trump-putin-separatists-poroshenko.html,81309,113,text/html
https://www.nytimes.com/store/ercolano-columbus-cards-and-dice-box.html,143516,164,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/east-new-york/homes-for-sale/902-blake-ave/253-ns1702164031,67195,115,text/html
https://www.nytimes.com/store/broome-street-2-manhattan-1935-nypl482849-nypl482849p.html,149276,168,text/html
https://www.nytimes.com/es/2016/06/06/el-inmenso-museo-que-nadie-puede-disfrutar/,67264,45,text/html
https://www.nytimes.com/es/2016/12/19/las-mejores-fotografias-de-viaje-del-2016/,69344,56,text/html
https://www.nytimes.com/store/space-shuttle-over-washington-2012-nsap3816p.html,152624,176,text/html
https://www.nytimes.com/2017/01/21/business/workspace-deborah-schwarz-lac-group.html,80056,103,text/html
https://www.nytimes.com/es/2017/01/17/la-liga-de-futbol-mas-pequena-del-mundo-solo-tiene-dos-equipos/,75391,58,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/clinton-hill/homes-for-sale?page=5,405195,167,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/clinton-hill/homes-for-sale?page=3,405195,167,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/clinton-hill/homes-for-sale?page=2,405195,167,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/clinton/homes-for-sale/520-west-45th-street/56-16208037,72277,119,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/clinton-hill/homes-for-sale?page=1,405195,167,text/html
http://www.nytimes.com/real-estate/usa/nj/weehawken/homes-for-sale/34-oxford-landing/2916-hr4dqj,57456,82,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/gramercy-park/homes-for-sale/39-gramercy-park-north/3456-dp1701316,71097,120,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/clinton-hill/homes-for-sale?page=0,405195,167,text/html
https://www.nytimes.com/2017/02/01/arts/design/merce-cunningham-looking-beyond-the-movement.html,63497,96,text/html
https://www.nytimes.com/2017/02/03/fashion/parties-chinese-new-year-american-songbook-gala-new-york-philharmonic-quadrille-ball-national-cares-mentoring-movement.html,490058,113,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/upper-west-side-%2872nd-96th-street%29/homes-for-sale/354-west-end-avenue/46-2624223,74907,119,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/kensington/homes-for-sale/715-ocean-parkway/10922-dp1701304?rediscover=desktop&remoduleid=726&remoduletype=listing,72892,121,text/html
https://www.nytimes.com/by/sarah-maslin-nir,112524,124,text/html
http://www.nytimes.com/health/guides/disease/gastroesophageal-reflux-disease/overview.html,44605,116,text/html
https://www.nytimes.com/2017/02/15/movies/hugh-jackman-x-men-logan-wolverine.html,84996,109,text/html
https://www.nytimes.com/2017/02/10/world/middleeast/trump-adopts-a-harder-line-on-israeli-settlements.html,84161,119,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/carroll-gardens/homes-for-sale/527-court-street-5c/56-15312592,72833,119,text/html
https://www.nytimes.com/2017/01/27/jobs/vocations-virginia-murauskas-healing-the-health-professional.html,70403,99,text/html
https://www.nytimes.com/2016/01/28/arts/music/review-in-this-is-acting-sia-adheres-to-her-victim-to-victory-formula.html,67290,97,text/html
https://www.nytimes.com/2017/02/03/education/edlife/oberlin-college-friday-night-organ-pump.html,67185,93,text/html
http://www.nytimes.com/elections/results/florida-district-court-of-appeals-retain-lori-rowe,488368,74,text/html
https://www.nytimes.com/store/moon-rocket-coin-bank-with-spaceman.html,147078,168,text/html
https://www.nytimes.com/store/brooklyn-bridge-circa-1930-nsap3579p.html,152597,174,text/html
https://www.nytimes.com/2016/10/19/world/europe/julian-assange-embassy.html,96390,126,text/html
https://www.nytimes.com/store/windmill-at-water-mill-blueprint-diagram-1934-07-p.html,145163,166,text/html
https://www.nytimes.com/2014/12/13/science/a-cape-cod-mystery-hundreds-of-sea-turtles-stranded-on-beaches.html,145900,99,text/html
http://www.nytimes.com/real-estate/usa/area/co/el-paso-county/homes-for-sale,443860,126,text/html
http://www.nytimes.com/slideshow/2017/02/15/realestate/house-hunting-in-montreal/s/19IHHMONTREAL-slide-WMIR.html,45493,33,text/html
https://www.nytimes.com/store/new-york-times-history-of-world-war-ii-nswar.html,151564,171,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/gramercy-park/homes-for-sale/26-gramercy-park/56-16114512,71236,118,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/clinton/homes-for-sale/520-west-45th-street/56-16208016,72279,119,text/html
https://www.nytimes.com/video/world/europe/100000004855618/farmer-challenges-french-immigration-laws.html,315349,109,text/html
https://www.nytimes.com/2016/08/18/sports/olympics/nbc-television-coverage-of-foreign-athletes-united-states.html,443443,121,text/html
https://www.nytimes.com/2017/01/24/business/economy/women-labor-force.html,108368,117,text/html
https://www.nytimes.com/2014/02/20/arts/music/a-play-it-safe-werther-with-touches-of-modernity.html,78046,102,text/html
https://www.nytimes.com/2017/02/11/world/asia/north-korea-missile-test-trump.html,77303,106,text/html
https://www.nytimes.com/es/2016/11/30/beber-alcohol-mata-neuronas-pero-puedes-correr-para-regenerar-el-cerebro/,45266,38,text/html
https://www.nytimes.com/2017/02/06/world/middleeast/israel-settlement-law-palestinians-west-bank.html,85835,110,text/html
http://www.nytimes.com/elections/results/pennsylvania,1282559,328,text/html
https://www.nytimes.com/es/2016/07/26/spotify-vs-apple-music-el-melomano-gotico-contra-el-marihuanero/,48450,39,text/html
https://www.nytimes.com/store/two-leggings-apsaroke-1908-vintage-photograph-vcurtis12p.html,146845,167,text/html
https://www.nytimes.com/2017/02/13/arts/music/grammys-adele-beyonce-black-artists-race.html,88948,121,text/html
https://www.nytimes.com/2016/07/03/fashion/bill-cunningham-new-york-times-colleagues.html,89577,108,text/html
https://www.nytimes.com/2017/02/15/us/an-immigrant-mother-in-denver-weighs-options-as-deportation-looms.html,79035,99,text/html
https://www.nytimes.com/2017/02/10/books/review/george-saunders-talks-about-lincoln-in-the-bardo.html,76435,106,text/html
https://www.nytimes.com/es/2017/01/31/editorial-presidente-bannon/,48865,42,text/html
http://www.nytimes.com/health/guides/disease/ear-infection-acute/overview.html,49278,122,text/html
https://www.nytimes.com/2016/11/11/health/india-air-pollution-health.html,84469,115,text/html
http://www.nytimes.com/roomfordebate/2015/03/26/is-improving-schools-all-about-money,26125,53,text/html
https://www.nytimes.com/store/simply-soothing-crosswords-nssoothing.html,143885,164,text/html
http://www.nytimes.com/roomfordebate/2013/03/06/what-young-republicans-want,25080,47,text/html
http://www.nytimes.com/newsletters/europeanheadlines,21704,27,text/html
http://www.nytimes.com/roomfordebate/2016/12/01/do-sanctuary-cities-have-a-right-to-defy-trump/sanctuary-cities-must-cooperate-with-federal-enforcement,30515,52,text/html
http://www.nytimes.com/roomfordebate/2014/07/21/how-can-the-us-stop-corporate-tax-flight,26317,50,text/html
https://www.nytimes.com/interactive/2016/technology/personaltech/what-to-do-if-hacked.html,70928,46,text/html
http://www.nytimes.com/elections/results/president,1678482,82,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/manhattan-valley/homes-for-sale/125-west-96th-street/46-2617814,72128,120,text/html
http://www.nytimes.com/elections/results/florida-house-district-23-wasserman-schultz-kaufman,474461,75,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/gramercy-park/homes-for-sale/xl-1-bed-with-stunning-finishes-floor-to-ceiling-windows-south-city-view-wd/3282-75637,68394,117,text/html
http://www.nytimes.com/elections/results/oregon-ballot-measure-94-elim-mand-judge-retire-age,492575,74,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/brooklyn-heights/homes-for-sale/173-hicks-street/46-2627488,72504,119,text/html
http://www.nytimes.com/real-estate/usa/ny/queens/rego-park/homes-for-sale,245959,141,text/html
http://www.nytimes.com/real-estate/usa/nj/ridgefield-park/homes-for-sale?page=2,149617,112,text/html
https://www.nytimes.com/by/william-grimes,112000,123,text/html
https://www.nytimes.com/es/2017/02/15/neil-gaiman-explora-el-muro-de-odin-en-su-nuevo-libro-de-mitologia/,51613,51,text/html
http://www.nytimes.com/real-estate/usa/nj/ridgefield-park/homes-for-sale?page=1,149617,112,text/html
http://www.nytimes.com/real-estate/usa/nj/ridgefield-park/homes-for-sale?page=0,149617,112,text/html
http://www.nytimes.com/roomfordebate/2011/02/17/how-to-have-fair-elections-in-egypt,25596,50,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/west-village/homes-for-sale/160-west-12th-street/12436-f54939404a4c36ab1723f41e7df96288bf2f85d8,83862,121,text/html
https://www.nytimes.com/store/brown-pelican-plate-251-nsap714p.html,150463,169,text/html
http://www.nytimes.com/real-estate/usa/ny/staten-island/elm-park/homes-for-sale,126448,113,text/html
https://www.nytimes.com/2017/02/13/sports/soccer/champions-league-meant-to-dazzle-settles-for-you-again.html,86215,107,text/html
https://www.nytimes.com/store/a-hard-day-s-night-original-beatles-movie-poster-linen-backed-1964.html,139700,164,text/html
http://www.nytimes.com/real-estate/usa/nj/avenel/homes-for-sale,218261,127,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/soho/homes-for-sale/140-sullivan-street/56-16169487,69892,120,text/html
http://www.nytimes.com/elections/results/oregon-ballot-measure-97-increase-corporate-min-tax,493084,74,text/html
https://www.nytimes.com/es/tag/chile/,93578,58,text/html
http://www.nytimes.com/elections/results/florida-circuit-court-election-runoff-17-seat-9,465839,74,text/html
https://www.nytimes.com/store/whelan-s-drug-store-manhattan-1936-nypl482744-nypl482744p.html,149964,168,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/midwood/homes-for-sale/1350-east-5th-street/87-6231932,59774,114,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/washington-heights/homes-for-sale/2143-amsterdam-avenue-12c/343-1212307,67617,118,text/html
http://www.nytimes.com/real-estate/usa/nj/englewood/homes-for-sale/151-e-palisade-ave-b9/1999-4453143,61753,96,text/html
https://www.nytimes.com/video/world/africa/100000004877919/scenes-of-bombed-refugee-camp-in-nigeria.html,245104,92,text/html
https://www.nytimes.com/store/tall-ships-in-new-york-2000-nsap136p.html,152530,174,text/html
https://www.nytimes.com/video/us/politics/100000004886542/aerial-views-of-the-womens-marches.html,207354,71,text/html
https://www.nytimes.com/by/dan-levin,111660,122,text/html
http://www.nytimes.com/real-estate/usa/nj/union-city/homes-for-sale/629-38th-st-2/1999-4481042,59162,82,text/html
https://www.nytimes.com/section/world/europe,110197,121,text/html
https://www.nytimes.com/2017/01/31/t-magazine/nostalgia-copycat-culture.html,74542,107,text/html
https://www.nytimes.com/2017/02/16/movies/keep-quiet-review.html,69781,96,text/html
https://www.nytimes.com/store/the-volcanic-landscape-of-io-nsap3317p.html,153986,177,text/html
https://www.nytimes.com/2016/11/17/nyregion/donald-trump-tower-fifth-avenue.html,87076,107,text/html
http://www.nytimes.com/roomfordebate/2011/05/12/do-we-want-to-be-supersize-humans,25820,51,text/html
https://www.nytimes.com/video/world/europe/100000004820644/italy-convicts-smuggler-in-deaths-of-700-migrants.html,277980,103,text/html
https://www.nytimes.com/es/2016/12/13/los-creadores-de-westworld-la-existosa-serie-de-hbo-hablan-de-la-proxima-temporada/,52931,44,text/html
https://www.nytimes.com/column/in-the-studio,100402,116,text/html
https://www.nytimes.com/store/fathers-day-newspaper-keepsake-dadday.html,150968,170,text/html
https://www.nytimes.com/2016/08/14/realestate/an-island-in-maine-four-sisters-four-houses.html,113103,107,text/html
https://www.nytimes.com/2015/11/04/movies/review-resettling-the-meaning-of-home-in-brooklyn-with-saoirse-ronan.html,92368,108,text/html
https://www.nytimes.com/by/russell-goldman,115198,124,text/html
https://www.nytimes.com/2017/01/30/education/edlife/factory-workers-college-degree-apprenticeships.html,119180,100,text/html
https://www.nytimes.com/2016/06/23/education/higher-education-at-a-crossroads.html,69275,94,text/html
http://www.nytimes.com/2000/02/22/us/clifton-daniel-managing-editor-who-set-writerly-courtly-tone-shaping-times-dies.html,93249,90,text/html
http://www.nytimes.com/elections/results/missouri-ballot-measure-2-limit-campaign-contributions,547420,74,text/html
https://www.nytimes.com/2017/02/01/realestate/1900000-homes-in-california-colorado-and-pennsylvania.html,360026,114,text/html
http://www.nytimes.com/slideshow/2013/02/03/automobiles/autoreviews/03subaru-slides.html,15100,26,text/html
https://www.nytimes.com/store/union-square-1906-nsap71p.html,152358,174,text/html
http://www.nytimes.com/elections/results/florida-district-court-of-appeals-retain-spencer-levine,470316,74,text/html
https://www.nytimes.com/store/civil-war-hellmira-prison-historical-wood-pen.html,146127,166,text/html
http://www.nytimes.com/roomfordebate/2014/01/09/should-governor-christie-step-down,26349,51,text/html
https://www.nytimes.com/store/new-york-s-polo-grounds-1896-nsap3244p.html,152603,176,text/html
https://www.nytimes.com/es/tag/animales/,49936,32,text/html
https://www.nytimes.com/2017/02/15/arts/television/whats-on-tv-wednesday-katherine-heigl-in-doubt-and-peyton-manning-on-modern-family.html,71381,101,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/upper-east-side/homes-for-sale?page=3,382660,166,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/upper-east-side/homes-for-sale?page=2,382660,166,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/upper-east-side/homes-for-sale?page=1,382660,166,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/upper-east-side/homes-for-sale?page=0,382660,166,text/html
http://www.nytimes.com/real-estate/usa/co/pagosa-springs/homes-for-sale/1075-eight-mile-mesa-road/2712-37886171,59958,72,text/html
https://www.nytimes.com/store/children-at-bibb-mill-lewis-hine-1909-na523148p.html,146782,165,text/html
https://www.nytimes.com/es/2017/02/13/lecciones-de-historia-para-vencer-a-la-tirania/,51650,41,text/html
https://www.nytimes.com/store/new-york-times-metallic-water-bottle.html,144489,165,text/html
https://www.nytimes.com/aponline/2017/02/18/world/asia/ap-as-mongolia-imf-fund.html,59579,87,text/html
https://www.nytimes.com/2017/02/18/world/middleeast/omar-abdel-rahman-dead.html,79333,101,text/html
http://www.nytimes.com/roomfordebate/2011/10/16/fewer-babies-for-better-or-worse,26920,54,text/html
https://www.nytimes.com/store/studying-the-sheet-1965-nsap3573p.html,152945,177,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/brooklyn-heights/homes-for-sale/161-hicks-street/56-16114125,75289,118,text/html
http://www.nytimes.com/1983/11/21/nyregion/the-chelsea-hotel-kooky-buy-nice-turns-100.html,51087,63,text/html
https://www.nytimes.com/store/massage-parlors-signed-by-jack-manning-1976.html,145359,166,text/html
http://www.nytimes.com/elections/results/florida-house-district-27-ros-lehtinen-fuhrman,469207,75,text/html
http://www.nytimes.com/roomfordebate/topics/immigration,47466,161,text/html
https://www.nytimes.com/2015/04/19/world/asia/australian-police-arrest-5-men-they-say-were-planning-terror-attacks.html,68131,98,text/html
http://www.nytimes.com/roomfordebate/2014/12/10/are-charter-schools-cherry-picking-students,26785,52,text/html
https://www.nytimes.com/2016/11/23/us/nikki-haley-donald-trump-un-ambassador.html,89724,116,text/html
https://www.nytimes.com/store/vince-lombardi-1968-nsapnl3p.html,153046,174,text/html
http://www.nytimes.com/real-estate/usa/co/longmont/homes-for-sale,452491,159,text/html
https://www.nytimes.com/2017/02/18/sports/baseball/seattle-mariners-spring-training.html,89768,112,text/html
https://www.nytimes.com/2017/02/16/arts/music/juilliard415-early-music-ensemble-gives-handel-agrippina-opera-a-period-punch.html,68881,97,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/midtown/homes-for-sale/200-central-park-south/56-16015252,75586,121,text/html
http://www.nytimes.com/roomfordebate/2011/06/08/will-mubaraks-trial-unite-or-divide-egypt,26098,50,text/html
https://www.nytimes.com/es/tag/ixiles/,34359,22,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/financial-district/homes-for-sale/88-greenwich-street/10826-1631659021017,75470,119,text/html
http://www.nytimes.com/real-estate/usa/nj/linden/homes-for-sale,400577,159,text/html
https://www.nytimes.com/2017/02/02/us/politics/with-trump-in-town-washington-restaurants-await-a-visit-from-ivanka.html,90228,130,text/html
https://www.nytimes.com/2016/10/09/fashion/nba-stars-fashion-skylar-diggins.html,90109,127,text/html
https://www.nytimes.com/reviews/theater/broadway,66561,116,text/html
https://www.nytimes.com/interactive/2016/12/15/world/africa/agadez-climate-change.html,117791,71,text/html
http://www.nytimes.com/elections/results/michigan-house-district-2-huizenga-murphy,480018,75,text/html
https://www.nytimes.com/store/jonbenet-ramsey-murder.html,18548,29,text/html
https://www.nytimes.com/es/2016/11/03/resena-en-before-the-flood-leonardo-dicaprio-activa-la-alarma-del-cambio-climatico/,44458,37,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/tribeca/homes-for-sale/28-laight-street/44-4143377,76304,120,text/html
http://www.nytimes.com/health/guides/specialtopic/physical-activity/overview.html,45045,116,text/html
https://www.nytimes.com/store/gifts/jewelry/women.html,193262,254,text/html
https://www.nytimes.com/store/block-island-southeast-lighthouse-blueprint-diagram-1934-06p.html,145430,164,text/html
https://www.nytimes.com/by/holland-cotter,114729,123,text/html
https://www.nytimes.com/store/brooklyn-bridge-blueprint-diagram-1934-29-p.html,144999,164,text/html
https://www.nytimes.com/2017/02/15/fashion/going-places-at-coach-and-tory-burch.html,741222,119,text/html
https://www.nytimes.com/store/personalized-monogram-coasters-23145-04.html,149826,170,text/html
http://www.nytimes.com/books/00/07/02/home/contents.html,23337,106,text/html
http://www.nytimes.com/real-estate/usa/ny/bronx/north-riverdale/homes-for-sale/313-west-263rd-street/399-4638923,73786,118,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/upper-west-side-%2872nd-96th-street%29/homes-for-sale/123-west-93rd-street/87-6494567,72554,120,text/html
https://www.nytimes.com/es/2015/10/14/180/,51651,25,text/html
https://www.nytimes.com/watching/recommendations/the-fits,129946,36,text/html
https://www.nytimes.com/2016/04/28/world/asia/china-cultural-revolution-thomas-plankers.html,96272,121,text/html
https://www.nytimes.com/store/bowery-bootblack-1910-na102lh1624p.html,146029,165,text/html
https://www.nytimes.com/2017/01/24/world/australia/australia-newsletter-issue1-the-lucky-country-trump-china.html,88694,117,text/html
http://www.nytimes.com/elections/results/iowa-house-district-2-loebsack-peters,486910,75,text/html
http://www.nytimes.com/roomfordebate/2017/01/30/new-terms-for-nafta-7/keep-the-trade-deal-the-us-needs-mexico-to-prosper,31987,58,text/html
http://www.nytimes.com/real-estate/usa/nj/fort-lee/homes-for-sale/6-horizon-road-2405/2916-fgtn7g,64760,96,text/html
https://www.nytimes.com/2015/03/31/arts/design/the-story-behind-woman-in-gold-nazi-art-thieves-and-one-paintings-return.html,80947,110,text/html
https://www.nytimes.com/2016/07/01/business/dealbook/lionsgate-to-acquire-starz-a-pay-channel-for-4-4-billion.html,76337,104,text/html
https://www.nytimes.com/section/travel,147553,155,text/html
https://www.nytimes.com/store/airline-62-228-miracle-restored-antique-radio-1938-radio222.html,140933,164,text/html
http://www.nytimes.com/real-estate/usa/nj/phillipsburg/homes-for-sale,411530,161,text/html
https://www.nytimes.com/2017/02/16/nyregion/day-without-immigrants-boycott-trump-policy.html,93786,109,text/html
http://www.nytimes.com/2012/07/27/business/media/paring-it-down-to-just-the-basics-advertising.html,79547,106,text/html
https://www.nytimes.com/video/world/europe/100000004826839/finding-answers-in-a-ship-full-of-migrants-bodies.html,112931,58,text/html
https://www.nytimes.com/2017/02/09/technology/daily-report-intel-looks-for-a-middle-path-to-the-white-house.html,69756,98,text/html
https://www.nytimes.com/store/books/tbooks/battling-alcoholism.html,18193,30,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/fulton-ferry/homes-for-sale?page=2,436846,164,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/fulton-ferry/homes-for-sale?page=1,436846,164,text/html
https://www.nytimes.com/es/tag/ss/,34217,22,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/fulton-ferry/homes-for-sale?page=0,436846,164,text/html
https://www.nytimes.com/store/36-hours-125-weekends-in-europe-13518.html,152965,164,text/html
https://www.nytimes.com/2014/07/27/automobiles/autoreviews/2014-bmw-m235i-review.html,153518,95,text/html
http://www.nytimes.com/elections/results/minnesota-district-court-10-seat-8,464192,74,text/html
https://www.nytimes.com/store/williams-and-doerr-1939-nsap577p.html,152746,176,text/html
http://www.nytimes.com/real-estate/usa/nj/kearny/homes-for-sale,279702,135,text/html
http://www.nytimes.com/elections/results/minnesota-district-court-10-seat-3,464128,74,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/downtown-brooklyn/homes-for-sale/150-myrtle-avenue/44-3949502,74901,118,text/html
http://www.nytimes.com/elections/results/minnesota-district-court-10-seat-2,464213,74,text/html
https://www.nytimes.com/store/morgan-silver-dollar-set-1878-to-1881-nsap3431.html,150866,170,text/html
https://www.nytimes.com/es/tag/el-aprendiz/,34590,22,text/html
http://www.nytimes.com/newsletters/bigcitybookclub,21449,28,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/west-village/homes-for-sale?page=8,399478,165,text/html
https://www.nytimes.com/video/world/asia/100000004849679/north-korea-preparing-for-missile-test.html,221839,107,text/html
http://www.nytimes.com/real-estate/usa/ny/queens/kew-gardens/homes-for-sale/83-40-austin-st/399-1275766,74900,120,text/html
http://www.nytimes.com/roomfordebate/2015/03/05/real-relationships-in-a-digital-world,25438,48,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/west-village/homes-for-sale?page=3,399478,165,text/html
https://www.nytimes.com/2016/07/23/science/continental-drift-tectonic-plates.html,77193,109,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/west-village/homes-for-sale?page=2,399478,165,text/html
http://www.nytimes.com/real-estate/usa/ny/brooklyn/clinton-hill/homes-for-sale/8-downing-street/46-2609010,79569,119,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/west-village/homes-for-sale?page=1,399478,165,text/html
http://www.nytimes.com/books/98/12/06/home/contents.html,18063,116,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/west-village/homes-for-sale?page=0,399478,165,text/html
http://www.nytimes.com/roomfordebate/2014/01/12/are-big-banks-out-of-control,26276,53,text/html
https://www.nytimes.com/2017/01/18/us/politics/betsy-devos-education-secretary-confirmation-donald-trump.html,89283,118,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-9,466042,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-8,468900,74,text/html
http://www.nytimes.com/real-estate/usa/ny/new-york/tribeca/homes-for-sale/57-reade-st/44-3898651,76671,121,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-7,468836,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-6,465867,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-5,468052,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-4,465951,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-3,469487,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-2,464222,74,text/html
http://www.nytimes.com/elections/results/iowa-state-house-district-1,464209,74,text/html
